Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,LCA_prediction,LCA_raw_response,LCA_elapsed_s,abstract_missing
J,"Huang, C; Wang, FS; Li, XQ; Zhou, WW; Zhang, DR",,,,"Huang, Chao; Wang, Fusong; Li, Xiaoqing; Zhou, Wangwang; Zhang, Derun",,,Comparative assessments for the carbon emissions and costs of road maintenance strategies in life cycle,URBAN CLIMATE,,,,Article,,,,,,,,"Assessing the sustainability of urban road maintenance strategies are increasing concerned currently, but most of studies ignored the extra impacts by traffic delaying around the maintenance site as establishing research boundary, hindering the reference values and practicality of quantitative results. The study conducted the comparative analysis on the maintenance strategies of fog sealing, micro-surfacing, and resurfacing technologies combining with the investigations from the case study, and associated traffic delaying behaviors around maintenance areas have been simulated with SUMO model. Moreover, scientific research framework and data inventory were established to quantify greenhouse gas (GHG) emissions and economic costs from the perspective of life cycle. The results indicated that micro surfacing was the most recommended maintenance approach whose annual impacts were involved in 1349.52 kg of equivalent CO2 emission and 142,343.31 CNY of economic cost. Comparably, resurfacing maintenance caused the 6 times of emissions and the 9 times of costs approximately. Meanwhile, the traffic delaying triggered by maintenance works would generate the average annual costs ranging from 120,954.00 CNY to 1,178,983.20 CNY which accounted for 85% to 96% of total economic cost, and associated average annual emissions fluctuating between 198.18 kg and 686.89 kg of equivalent CO2. The integrative assessments and applied methods could provide the theoretical basis for decision-making in asphalt pavement maintenances strategies.",,,,,,,,,,,,,,,,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,,,,,FEB,2025,59.0,,,,,,,,102305,10.1016/j.uclim.2025.102305,0,,JAN 2025,,,,,U9L9A,,,,,,WOS:001414929700001,0,1,1,8.44,False
J,"Sun, LW; Xie, JL; Xu, C; Xie, E; Yang, CY; Zhao, H",,,,"Sun, Liwei; Xie, Jiali; Xu, Cong; Xie, Enyi; Yang, Chuangye; Zhao, Hui",,,The carbon footprint of the farming of edible brown alga Sargassum naozhouense,MARINE ENVIRONMENTAL RESEARCH,,,,Article,,,,,,,,"This study presents the first cradle-to-gate life cycle assessment (LCA) of Sargassum naozhouense farming in Xuwen coastal waters, China, following ISO 14040 standards with system boundaries encompassing reproduction, seedling rearing, farming and harvesting in the sea. The findings are discussed within the context of data uncertainty, highlighting avenues for future refinement of life-cycle inventory data for the aquaculture sector. Results demonstrate a carbon footprint of 225.52 kg CO2-eq per tonne of fresh algae, significantly higher than large-scale kelp farming but lower than Porphyra cultivation. Sensitivity analysis identified three prioritized decarbonization pathways: (1) Bamboo consumption (contributing 37.51 % of emissions, primarily for raft frame construction), reducible through optimized rope spacing; (2) 50 % reuse of nylon ropes (critical in seedling cultivation), potentially reducing emissions by 10.97 kg CO2-eq; (3) One-third extension of service life for polypropylene floats, potentially reducing emissions by 3.81 kg CO2-eq. Notably, although cultivation removes 208.63 kg CO2-eq/t of carbon from seawater, this harvested carbon rapidly re-enters the atmosphere through product utilization cycles. As net system emissions exceed carbon removal, current practices fail to constitute an effective carbon sink. Future scale-up should leverage enhanced material reuse and optimized raft design informed by oyster farming, thereby reducing the industry's carbon intensity and environmental impact.",,,,,,,,,,,,,,,,ELSEVIER SCI LTD,London,"125 London Wall, London, ENGLAND",,,,,,,2026,214.0,,,,,,,,107738,10.1016/j.marenvres.2025.107738,0,,DEC 2025,,,,,T0974,,,,,,WOS:001637254000001,0,1,1,7.82,False
J,"Vitorio, PC Jr; Yepes, V; Onetta, F; Kripka, M",,,,"Vitorio Junior, Paulo Cezar; Yepes, Victor; Onetta, Fabio; Kripka, Moacir",,,Comparative Life Cycle Assessment of Warehouse Construction Systems Under Distinct End-of-Life Scenarios,BUILDINGS,,,,Article,,,,,,,,"There is an increasing demand to replace traditional construction techniques with more sustainable systems that can reduce environmental impacts. Emissions are typically assessed only in carbon dioxide and embodied energy terms, yet these metrics alone cannot fully capture the overall impact generated. This study provides a comparative Life Cycle Assessment (LCA) of three steel warehouse projects with varying cladding systems: steel walls (SW), steel-clay brick walls (SClaW), and steel-concrete block walls (SConW). Life Cycle Assessment (LCA) methodology was used to assess the environmental impact of materials used during the whole life cycle. The study used the software program SimaPro (System for Integrated Environmental Assessment of Products) version 9.6.0.1, with data extracted from the international Ecoinvent database. ReCiPe Midpoint approach were adopted to assess potential impacts. The results indicate that the SW project under end-of-life Scenario 2-waste recycling-exhibited the lowest impacts across most categories, followed by the SConW and SClaW projects. The findings emphasize the environmental benefits of utilizing steel cladding systems over brick or concrete masonry and considering recycling as the end of life of the materials. Additionally, the study provides insights into the significance of material choices in minimizing environmental impact on human health, resource availability, and ecosystems.",,,,,,,,,,,,,,,,MDPI,BASEL,"MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",,,,,,APR 24,2025,15.0,9,,,,,,,1445,10.3390/buildings15091445,0,,,,,,,2MX9I,,,,,,WOS:001486468500001,0,1,1,7.2,False
J,"Hackenhaar, IC; Moraga, G; Thomassen, G; Taelman, SE; Bachmann, TM; Dewulf, J",,,,"Hackenhaar, Isadora C.; Moraga, Gustavo; Thomassen, Gwenny; Taelman, Sue Ellen; Bachmann, Till M.; Dewulf, Jo",,,CriticS: a resource criticality characterization method for life cycle assessment considering stakeholders' perspectives,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,,,,Article; Early Access,,,,,,,,"PurposeAssessing the supply risk of critical raw materials (CRMs) is crucial for supporting green transition strategies. Combining criticality assessment with life cycle sustainability assessment (LCSA) helps to link business actions to supply risks. However, these assessments are characterized by a variety in context, scope, and stakeholder influence, as well as a lack of method standardization. Currently, no operational quantitative method applied to LCSA includes diverse stakeholder perspectives.MethodsThis study proposes a novel fit-for-purpose criticality assessment methodology leveraging existing criticality values from the study on CRMs from the European Commission (EC) while considering different stakeholder perspectives. In this research, several sets of characterization factors (CFs) are proposed, in which the values for supply risk and economic importance from the EC study on CRMs are combined in different ways, in some cases also with further parameters such as material prices. The methodology, called CriticS, guides stakeholders in defining the goal and scope, choosing sets of CFs, and operationalizing the assessment using a product's bill of materials (BoM) or its life cycle inventory (LCI). Specific sets of CFs are tested in a proof-of-concept case study of a laptop by using its BoM and LCI.Results and discussionSupply risk and economic importance values were used to create 19 different sets of CFs. All sets of CFs of the CriticS are organized in a decision tree framework, helping stakeholders to select the most appropriate set of CFs that meets their needs. The CFs are linked to elementary flows in the ecoinvent (R) database, creating an operationalized model. The results of the proof-of-concept study highlight the benefits and the challenges in applying the CriticS methodology. These challenges are discussed, and potential solutions are identified.ConclusionsThe results demonstrated the usefulness of the CriticS method with regard to the selection of the set of CFs using the decision tree, taking into account a given stakeholder's perspective. Future research should focus on refining the CF-elementary flow links, integrating CriticS into LCA software, and interpreting the results of the CriticS method together with those of life cycle sustainability assessment.",,,,,,,,,,,,,,,,SPRINGER HEIDELBERG,HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,,,,,2025 FEB 19,2025,,,,,,,,,,10.1007/s11367-025-02439-6,0,,FEB 2025,,,,,X4S5X,,,,,,WOS:001425268800001,0,1,1,7.57,False
J,"Papadopoulos, KP; Economou, CN; Tekerlekopoulou, AG; Vayenas, DV",,,,"Papadopoulos, Konstantinos P.; Economou, Christina N.; Tekerlekopoulou, Athanasia G.; Vayenas, Dimitris V.",,,A framework for integrating algal-bacterial mechanistic modelling and Life-cycle Assessment in wastewater treatment processes,JOURNAL OF WATER PROCESS ENGINEERING,,,,Article,,,,,,,,"Algae offer a promising route towards sustainable practices in wastewater treatment applications, but their true environmental performance remains difficult to evaluate using static, empirical data. Here, we introduce a framework that integrates bioprocess modelling with Life-Cycle Assessment (LCA) to improve the robustness of environmental impact evaluations. Experimental data from brewery wastewater treatment were used to train a kinetic model that simulates nutrient uptake and biomass production of algal-bacterial cultures, providing mechanistic insights into system behavior and enabling the compilation of inventories for wastewater treatment and downstream sludge management (anaerobic digestion and land application of digestate). Monte-Carlo simulations and global sensitivity analyses revealed that, although algal ponds outperform activated sludge in terms of Eutrophication Potential (EP; 3.4 and 6.6 g P eq.m(-3) wastewater, respectively), Global Warming Potential (GWP) predictions are similar (0.61-0.69 kg CO2 eq. per m(3) wastewater), highly uncertain, and strongly influenced by sludge management. Subsets of the parameter space that correspond to state-of-the-art downstream practices lead to significant GWP reductions to 0.16 kg CO2 eq. per m(3) wastewater. By decomposing key uncertainties and providing mechanistically grounded predictions across the entire design space, this framework will accelerate the development of sustainable technologies in the algal biotechnology sector.",,,,,,,,,,,,,,,,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,,,,,MAY,2025,74.0,,,,,,,,107753,10.1016/j.jwpe.2025.107753,0,,APR 2025,,,,,2EW2J,,,,,,WOS:001480986400001,0,1,1,6.81,False
J,"Deville, A; Vázquez-Rowe, I; Avadí, A; Miranda, F; Kahhat, R",,,,"Deville, Alejandro; Vazquez-Rowe, Ian; Avadi, Angel; Miranda, Fernando; Kahhat, Ramzy",,,Identifying current trends in the environmental impacts linked to fishmeal and fish oil production in Peru,AQUACULTURE,,,,Article,,,,,,,,"The anchoveta (Engraulis ringens) fishery in Peru, which is almost entirely devoted to the production of fishmeal and fish oil, is one of the largest fisheries in the world. It is volatile in terms of fishing stock availability, and the fishmeal industry has been subject to technological changes to upgrade its efficiency and reduce costs to maintain its competitiveness. The objective of this study is to apply the Life Cycle Assessment methodology to the production and exportation of fishmeal and fish oil products related to a relevant producer in Peru, representing 10 % of national production. A set of 169 vessels targeting E. ringens were inventoried, 88 % of which are owned by third parties, and four factories belonging to the company were assessed for the years 2019 and 2021. Ecoinvent was the selected database to support the life cycle inventory, and ReCiPe 2016 and IPCC 2021 were the methods applied to compute the environmental impacts. The results show that fuel combustion in fishmeal and fish oil production was the dominating activity in most of the impact categories analyzed. In terms of greenhouse gas emissions, it was found that, on average, approximately 320 kg CO2eq and 4430 kg CO2eq are emitted due to the production of 1 t of fishmeal and 1 t of fish oil, respectively, when an energy allocation is followed. The fishery accounted for ca. 45 % of greenhouse gas emissions and dominated most of the impact categories, showing greater influence of the fishing stage than in previous studies. The reasons behind are linked to the combined influence of improvements in the energy matrix of the plants, by prioritizing natural gas over diesel and residual fuel oils, and a slightly higher fuel use intensity of the fishing fleet. E. ringens quality was found to be an important parameter, as low protein or fat yields translate into substantially higher impacts. Finally, although Peruvian fishmeal and fish oil remain as one of the lowest environmental footprint products among animal feed, future work is needed to understand the effects that climate change and El Nino-Southern Oscillation events have on this industry.",,,,,,,,,,,,,,,,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,,,,,APR 30,2025,600.0,,,,,,,,742239,10.1016/j.aquaculture.2025.742239,0,,FEB 2025,,,,,X3S4O,,,,,,WOS:001424587300001,0,1,1,8.26,False
J,"Quandt, J; Lindner, JP; Mumm, N; von Hippel, B",,,,"Quandt, Julian; Lindner, Jan Paul; Mumm, Nico; von Hippel, Barbara",,,Updating the global weighting factor for biodiversity impact assessment in LCA,DATA IN BRIEF,,,,Article,,,,,,,,"Life-cycle impact assessment (LCIA) is progressively expanding to address biodiversity impacts, but spatial heterogeneity continues to dominate the associated uncertainty. To account for this, the Ecoregion Factor (EF)-a dimensionless weighting coefficient-modulates biodiversity-impact scores according to the ecological richness of the ecoregion in which a land-use takes place. Since the initial publication, the underlying spatial datasets have been superseded by more recent releases. Consequently, we recomputed the EF using the latest ecoregional delineation and the most recent global layers for grasslands, forests and wetlands. To facilitate integration with LCIA frameworks that operate at the national level, the updated EF values were aggregated to country-level averages by calculating an area-weighted mean of the normalised EF across all ecoregions intersecting each nation's borders. This yields a robust geographic adjustment factor that preserves the spatial nuance of ecoregional biodiversity while making biodiversity impact assessments feasible even when inventory data are available only at the country scale. By providing an up-to-date, geographically calibrated weighting coefficient, the revised EF enhances the spatial granularity of biodiversity-focused LCIA results. (c) 2025 The Author(s). Published by Elsevier Inc. This is an open access article under the CC BY license ( http://creativecommons.org/licenses/by/4.0/ )",,,,,,,,,,,,,,,,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,,,,,FEB,2026,64.0,,,,,,,,112355,10.1016/j.dib.2025.112355,0,,DEC 2025,,,,,W8459,,,,,,WOS:001640012600004,0,1,1,7.13,False
J,"Zoma, F; Zongo, N; Malbila, E; Toguyeni, DYK",,,,"Zoma, Fati; Zongo, Noufou; Malbila, Etienne; Toguyeni, David Yemboini Kader",,,Assessment of the embodied energy and carbon footprint of vibration-compacted adobe brick,JOURNAL OF BUILDING ENGINEERING,,,,Article,,,,,,,,"The resort to local materials and the development of appropriate and/or environmentally friendly materials are solutions envisaged to contribute to the achievement of the SDGs by 2030. The added or qualitative value of these local materials for environmental protection is measurable through environmental impact indicators. This study assessed the embodied energy and carbon footprint of a vibration-compacted adobe brick measuring 40 x 20 x 10 cm. The first step was extracting the soil from the Sabtenga quarry (12 degrees 29 ' 17.45 '' N; 1 degrees 40 ' 33.71 '' W) near Ouagadougou, then formulating and drying specimen of vibration-compacted adobe brick. Next, an inventory of the various processes at different stages in the life cycle of the vibration-compacted adobe brick was made considering local data and, failing that, on data from some specific studies. Thus, based on life cycle analysis, from cradle to grave, two environmental impact indicators were assessed. The values obtained are 0.291 MJ/kg for embodied energy and 4.1411 kg CO2eq for the carbon footprint. Analysis of the inventory has shown that the majority of impacts were observed during the PRODUCT stage, with a figure of 94.34 % for embodied energy and 99.84 % for carbon footprint and that the raw material (soil) transportation process is responsible for significant primary energy consumption and greenhouse gas emissions, mainly CO2. Moreover, it is recommended to further the study by taking into account the limitations encountered.",,,,,,,,,,,,,,,,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,,,,,OCT 1,2025,111.0,,,,,,,,113145,10.1016/j.jobe.2025.113145,0,,JUN 2025,,,,,4BF2E,,,,,,WOS:001513875000001,0,1,1,6.25,False
J,"Yu, HY; Zhang, XZ; Chen, QW; Lu, GY; Tan, ZF",,,,"Yu, Huayang; Zhang, Xuze; Chen, Qiwei; Lu, Guoyang; Tan, Zhifei",,,Carbon emission assessment in asphalt pavement maintenance: A comparative study of five methods,CASE STUDIES IN CONSTRUCTION MATERIALS,,,,Article,,,,,,,,"Pavement maintenance significantly contributes to carbon emissions due to its high resource and energy consumption. However, comprehensive assessments of these emissions remain limited. This study systematically evaluates the carbon emissions associated with five common asphalt pavement maintenance strategies. A carbon emission model, developed using the Life Cycle Assessment (LCA) approach, quantifies emissions across three phases: raw material production, transportation and construction. Emission inventories were derived from five practical maintenance project cases and literature. The model effectively predicts emissions in each phase. Results reveal that asphalt is the primary emission source in the raw material production phase for all methods. In the transportation phase, raw material transport, especially aggregate transportation, dominates emissions. During construction, the mixing process, particularly heating, generates the majority of emissions. Total carbon emissions, ranked from highest to lowest, are as follows: milling and resurfacing, ultra-thin wearing course, plant-mixed hot recycling, in-place hot recycling, and micro-surfacing. The raw material production phase has the greatest impact on milling and resurfacing and plant-mixed hot recycling, while emissions from in-place hot recycling and ultra-thin wearing courses are primarily concentrated in the construction phase. Although transportation emissions are significant, they constitute a smaller proportion of total emissions. These findings inform maintenance strategy decisions and suggest emission reduction measures, such as optimizing recycled material production, improving construction techniques, and adopting more efficient transportation methods to mitigate carbon emissions in asphalt pavement maintenance.",,,,,,,,,,,,,,,,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,,,,,JUL,2025,22.0,,,,,,,,e04668,10.1016/j.cscm.2025.e04668,0,,APR 2025,,,,,1UU6V,,,,,,WOS:001474168000001,0,1,1,6.1,False
J,"Yang, DF; Zhou, M; Liang, S; Ma, K",,,,"Yang, Dongfang; Zhou, Min; Liang, Shuang; Ma, Ke",,,Furniture Product Eco-Design Based on Life Cycle Assessment,BIORESOURCES,,,,Article,,,,,,,,"This study aimed to quantify the environmental impacts associated with furniture products' life cycle, and to explore Life Cycle Assessment's role in eco-design. The goal was to overcome any misconception of focusing solely on materials innovation in eco-design practice. Three furniture products made up of different materials (paper, plastic, and mixed materials) were assessed using product Life Cycle Assessment (LCA) methodology with Simapro 9.1.1.1 software and the Ecoinvent 3.5 database. The process followed a defined scope and objectives, with inventory analysis, impact assessment, and interpretation of results. The study's quantitative environmental data revealed that eco-design should extend beyond a focus on material renewability and recyclability, traditionally prioritized by designers. It highlighted the importance of prioritizing furniture product life extension, material reduction, and energy reduction, though with varying degrees of priorities. In addition, the data served as a basis for proposing targeted eco-design improvement strategies. The paper concluded that quantitative product environmental data obtained from the product LCA can provide a clear reference for eco-design, which is of great importance in reducing the adverse environmental impact of products.",,,,,,,,,,,,,,,,NORTH CAROLINA STATE UNIV DEPT WOOD & PAPER SCI,RALEIGH,"CAMPUS BOX 8005, RALEIGH, NC 27695-8005 USA",,,,,,MAY,2025,20.0,3,,,,,6765.0,6778.0,,10.15376/biores.20.3.6765-6778,0,,,,,,,4PQ2D,,,,,,WOS:001523668500039,0,1,1,5.04,False
J,"Faruqi, A; Kendall, A; Hall, C",,,,"Faruqi, Aisha; Kendall, Alissa; Hall, Caitlyn",,,Framework for whole life cycle assessment of geotechnical engineering projects,ENVIRONMENTAL RESEARCH: INFRASTRUCTURE AND SUSTAINABILITY,,,,Article,,,,,,,,"We developed an actionable framework for evaluating the environmental impacts incurred across the whole life cycle of geotechnical engineering projects suitable for practitioners and academics. This framework aims to establish best practices for geotechnical life cycle assessment (LCA) and facilitate the sustainable design of geotechnical projects. We consider the whole life cycle of such projects, including the following project stages: site investigation, construction, use, and end-of-service-life. The framework is appropriate for existing and future structures and cases where, for example, foundational support is needed or where geologic hazards (e.g. earthquakes) are a concern. This framework guides completing a geotechnical whole LCA, termed as a Geo-WLCA, following the ISO 14040 and ISO 14044 LCA standards. The framework builds on these generic standards to reflect the specific needs of the geotechnical sector. These include, for example, the definition of the key life cycle phases across a geotechnical project and of the LCA's functional unit. To demonstrate the framework's usability, we present a case study to evaluate the whole life cycle environmental impacts of a permeation grouting project for earthquake-induced liquefaction mitigation. From our results, we found that the construction stage of the permeation grouting project, specifically materials supply for the microfine cement grout and equipment operation, contributes significantly to the whole life cycle impacts. Further, we determined that site investigation activities account for less than 1.2% of whole life cycle impacts. This suggests that an increased scope site investigation program could provide a better understanding of the subsurface, thereby reducing design uncertainties without significantly affecting the environmental impact of a permeation grouting project.",,,,,,,,,,,,,,,,IOP Publishing Ltd,Bristol,"No.2 The Distillery, Glassfields, Avon Street, Bristol, ENGLAND",,,,,,JUN 30,2025,5.0,2,,,,,,,25007,10.1088/2634-4505/adcf4c,0,,,,,,,2DU3P,,,,,,WOS:001480260100001,0,1,1,6.11,False
J,"Bruno, A; Menichini, T; Silvestri, L",,,,"Bruno, Alba; Menichini, Tamara; Silvestri, Luca",,,"Life Cycle Sustainability Assessment (LCSA): A comprehensive overview of existing integrated approaches to LCA, S-LCA, and LCC",EUROPEAN JOURNAL OF SUSTAINABLE DEVELOPMENT,,,,Article,,,,,,,,"Life Cycle Sustainability Assessment (LCSA) is emerging as a robust framework for integrated impact assessment across environmental, social, and economic dimensions, addressing the growing complexity of today's sustainability challenges. It consists of the combination of three different analyses: Life Cycle Assessment (LCA), Life Cycle Costing (LCC), and Social LCA (s-LCA). These methodologies have different technical maturity and specific peculiarities in the outcome. Hence, it is necessary to integrate different aspects of various techniques, combining both quantitative and qualitative data. The aim of this study is to provide an accurate and accessible overview of the various possible approaches for implementing a rigorous and integrated LCSA. Furthermore, the authors propose a clear and comprehensive classification of the major methods. Through a rigorous review process, a total of 66 papers were selected and analyzed, each simultaneously applying the three components of LCSA. The various integration methods were then aggregated into different categories, which are: (i) sequential analysis of LCA, LCC, s-LCA; (ii) graphical representation approaches; (iii) integration based on Multi-Criteria Decision Analysis (MCDA); and (iv) tailored ranking methods and metrics.",,,,,,,,,,,,,,,,EUROPEAN CENTER SUSTAINABLE DEVELOPMENT,ROME,"VIA DEI FIORI 34, ROME, 00172, ITALY",,,,,,,2025,14.0,3,,,,,13.0,26.0,,10.14207/ejsd.2025.v14n3p13,0,,,,,,,A4003,,,,,,WOS:001619483500002,0,1,1,5.76,False
J,"Usva, K; Bhattarai, I; Abdulkareem, M; Pokharel, K; Sapkota, MM; Panthi, S; Acharya, PR; Sharma, R",,,,"Usva, Kirsi; Bhattarai, Ira; Abdulkareem, Mariam; Pokharel, Kisun; Sapkota, Madan Mani; Panthi, Sunita; Acharya, Pushpa Raj; Sharma, Raksha",,,Life cycle sustainability assessment of an agricultural product in rural areas of Western Nepal-case study of goat meat,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,,,,Article,,,,,,,,"PurposeIn Nepal, goat farming plays a vital role in the agricultural economy and food security, and this number is increasing. The purpose of this study was to understand the sustainability impacts of this highly important food item and to test a life cycle assessment method for an agricultural product in Nepal for the first time.MethodsLife cycle sustainability assessment (LCSA) was applied to assess the carbon footprint, social impacts, and life cycle costs of goat meat produced in Western Nepal in Sudurpashchim and Karnali Provinces. Primary data were collected from goat farms, field cultivation, middlemen, and butcheries to assess climate impact and costs. Goat farmer group discussions were held to cover social impacts.Results and discussionThe carbon footprint of the carcass weight of the goat meat was 17 kg CO2eq/kg CW. Further studies should focus on methane emissions from enteric fermentation and manure and the overall efficiency of the production chain. The results indicate that, in general, the goat business is a good business, but profitability is mostly toward the downstream side of the value chain, especially for butchers selling directly to customers. Meeting basic needs, access to services and inputs, and women's empowerment were identified as social hotspots in several regions.ConclusionsLCSA is an applicable method in the food and agricultural sector in Nepal and provides several possibilities for the future. By integrating environmental, social, and economic perspectives, future interventions can better support small-scale farmers, enhance their livelihoods, and promote sustainable agricultural practices.",,,,,,,,,,,,,,,,SPRINGER HEIDELBERG,HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,,,,,DEC,2025,30.0,12,,,,,3412.0,3428.0,,10.1007/s11367-025-02485-0,0,,MAY 2025,,,,,CZ6OL,,,,,,WOS:001493993000001,0,1,1,6.72,False
J,"Clemente, M; Maharjan, P; Salazar, M; Hofman, T",,,,"Clemente, Maurizio; Maharjan, Prapti; Salazar, Mauro; Hofman, Theo",,,Meta-analysis of life cycle assessments for Li-ion batteries production emissions,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,,,,Article,,,,,,,,"PurposeThis paper investigates the environmental impact of Li-ion batteries by quantifying manufacturing-related emissions and analyzing how electricity mix and production scale affect emission intensity.MethodsTo this end, we conduct a meta-analysis of Life cycle assessments on Lithium-ion batteries published over the past two decades, categorizing them by year, battery chemistry, functional unit, system boundaries, and electricity mix. Through the meta-analysis, we highlight the differences in methodologies and outcomes associated with various functional unit choices and emphasize the need for a standardized approach to measuring emissions from battery manufacturing. We then carry out a cradle-to-gate assessment for a nickel manganese cobalt 811 battery with a silicon-coated graphite anode, analyzing how variations in the carbon intensity of the electricity mix affect emissions, with case studies for China, South Korea, and Sweden. Finally, we develop a set of regression models that link annual battery production and the carbon intensity of China's electricity mix to the average mass-specific emissions observed each year.Results and discussionThe meta-analysis shows a median global warming potential of 17.63 kg CO2-eq/kg of battery, with a standard deviation of 7.34. Our assessment results closely align: 17.33 kg CO2-eq/kg for China, 16.85 for South Korea, and 16.47 for Sweden. Differences in electricity mix mainly influence emissions from the energy-intensive cell production, particularly from cathode material processing. We used the data gathered in the meta-analysis to analyze and compare several regression models. We found that a multivariate linear regression using production volume and the carbon intensity of the Chinese electricity mix as predictors explains emissions with moderate accuracy (R2 = 0.6034).ConclusionThe environmental impact of battery manufacturing can be reduced by using clean energy sources in production processes. However, achieving substantial reductions requires clean energy throughout the entire supply chain, as importing materials from regions with carbon-intensive electricity mixes can undermine these efforts. Our findings also highlight the emission-reducing effect of learning associated with increased production scale, supporting the integration of learning effects in future life cycle assessment models.",,,,,,,,,,,,,,,,SPRINGER HEIDELBERG,HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,,,,,DEC,2025,30.0,12,,,,,2625.0,2641.0,,10.1007/s11367-025-02541-9,0,,OCT 2025,,,,,CZ6OL,,,,,,WOS:001598756700001,0,1,1,7.63,False
J,"Sun, Y; Zhong, YC; Liao, J; Gao, Y; Huang, CW",,,,"Sun, Yu; Zhong, Yucheng; Liao, Jian; Gao, Yan; Huang, Chongwei",,,Life cycle assessment of asphalt pavement containing MSWI bottom ash,SCIENTIFIC REPORTS,,,,Article,,,,,,,,"This paper employs the life cycle assessment method to evaluate the energy consumption and environmental emissions associated with the use of municipal solid waste incinerator (MSWI) bottom ash aggregate (BAA) in asphalt pavement. The analysis divides the life cycle into four stages: the raw material production stage, the pavement construction stage, the operation maintenance stage, and the structural demolition stage. Energy consumption is calculated using the quota method, while environmental emissions are calculated using an emission factor method. Based on an analysis of life cycle inventory data, asphalt pavement containing MSWI BAA shows 9.9% higher energy consumption than conventional asphalt pavement, while both have similar gas emissions throughout their life cycles. Considering the significant consumption of domestic waste incineration bottom ash in asphalt pavement containing MSWI BAA, these advantages are believed to outweigh the disadvantages. This research provides relevant data for the application of bottom ash in asphalt pavement engineering, promoting its development and implementation.",,,,,,,,,,,,,,,,NATURE PORTFOLIO,BERLIN,"HEIDELBERGER PLATZ 3, BERLIN, 14197, GERMANY",,,,,,APR 11,2025,15.0,1,,,,,,,12481,10.1038/s41598-025-97241-7,0,,,,,,,1ID3Q,,,,,,WOS:001465581100015,0,1,1,7.23,False
