Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,LCA_prediction,LCA_raw_response,LCA_elapsed_s,abstract_missing
J,"Golebiowska, J",,,,"Golebiowska, Justyna",,,A preliminary life cycle assessment - based environmental assessment of asphalt mixtures containing crumb rubber and reclaim asphalt pavement,JOURNAL OF ECOLOGICAL ENGINEERING,,,,,,,,,,,,"The road construction sector is significantly material- and energy-consuming. In recent years, the pursuit of sustainable practices has led to growing interest in the use of recycled materials to reduce the environmental impacts of asphalt mixtures. However, there is a lack of comprehensive LCA-based evaluations of such materials under region-specific conditions, particularly in the context of Polish road construction. This study addresses this gap by presenting a preliminary life cycle assessment (LCA) of selected asphalt mixtures modified with crumb rubber (CR) and reclaimed asphalt pavement (RAP), used in wearing and/or binder courses. The environmental evaluation was performed using two methods: IMPACT 2002+ and 100-year Global Warming Potential (GWP 100a), supported by Monte Carlo uncertainty analysis. The results indicate that the incorporation of recycled materials contributes to the reduction of environmental burdens by decreasing raw material extraction and avoiding waste disposal in landfills. The most notable effects were observed for binder course mixtures containing 10-20% RAP, which achieved significant reductions of up to 17.7% in the IMPACT 2002+ single score and up to 24.8% in GWP 100a. For CR additives in the wearing course (2-3%) and binder course (1-2%), the results were modest but consistent, with reductions of up to 0.3% in IMPACT 2002+ and up to 1.7% in GWP 100a.",,,,,"Gołębiowska, Justyna/X-1876-2018","Gołębiowska, Justyna/0000-0001-9364-2931",,,,,,,,,,,,,2299-8993,,,,,,2025,26.0,12,,,,,104,113,,10.12911/22998993/208169,0.0,,,,,,,,,,,,,WOS:001584748600016,0,1,1,6.28,False
J,"Stefanetti, RJ; Charman, SJ; Newman, J; Hallsworth, K; Blain, AP; Ng, YS; Gorman, GS",,,,"Stefanetti, Renae J.; Charman, Sarah J.; Newman, Jane; Hallsworth, Kate; Blain, Alasdair P.; Ng, Yi Shiau; Gorman, Grainne S.",,,"Outcomes misaligned in mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes (MELAS): implications for trial design",BRAIN COMMUNICATIONS,,,,,,,,,,,,"The m.3243A>G variant in the MT-TL1 gene is the most prevalent pathogenic variant in mitochondrial DNA in adults, associated with a wide clinical spectrum from asymptomatic individuals to mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes syndrome. Although pharmacological trials in mitochondrial disorders are increasing, the lack of validated endpoints remains a significant barrier to therapeutic development. This cross-sectional observational study aimed to evaluate patients with and without mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes syndrome to identify factors associated with disease burden. Seventeen individuals genetically confirmed to harbour the heteroplasmic m.3243A>G pathogenic variant were enrolled: six who met the consensus-based diagnostic criteria for mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes syndrome (median age: 30.0 (inter-quartile range: 29.3-45.0) years). Ten patients who did not have a previous history of stroke-like episodes were assigned as 'non-mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes' (age: 37.5 (32.8-48.3) years). Of these patients in the non-mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes group, seven exhibited variable features of mitochondrial disease, including hearing loss, diabetes mellitus, migraine and gastrointestinal involvement, while the remaining three were asymptomatic. One patient was excluded from analysis due to a confirmed ischaemic stroke unrelated to mitochondrial disease. Assessments included disease severity (Newcastle mitochondrial disease adult scale) and patient-reported outcomes of fatigue (fatigue impact scale), health-related quality of life (Newcastle Mitochondrial-QoL), mental well-being (Warwick-Edinburgh mental wellbeing scale), autonomic symptoms (the composite autonomic symptom) and physical activity (The International Physical Activity Questionnaire). Performance outcomes included timed-up and go, handgrip strength, cardiopulmonary exercise testing and accelerometry. Age- and sex-matched healthy controls were included for comparison of accelerometry data (age: 35.5 (28.8-50.5) years). Despite comparable age and mitochondrial DNA heteroplasmy, patients with mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes syndrome had significantly higher disease burden, reduced exercise capacity and lower levels of objectively measured physical activity compared to non-mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes and controls (P < 0.05-0.001). Patient-reported outcomes did not significantly differ between mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes syndrome/non-mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes. While non-mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes patients showed expected alignment between perceived and objective measures, mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes syndrome patients demonstrated weak, absent, or paradoxical associations. This mismatch may reflect altered symptom perception, cognitive impairment, or disease-related adaptation. These findings underscore the complexity of disease expression in mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes syndrome. Regulatory agencies encourage the inclusion of patient-centred endpoints; however, this study highlights the potential limitations of relying solely on patient-reported outcomes. The divergence between subjective and objective assessments supports the need for multi-dimensional outcomes that integrate both patient perspectives and objective measures to enhance the reliability and interpretability of clinical trials in primary mitochondrial disease.",,,,,"; Blain, Alasdair/B-9861-2011; Ng, Yi Shiau/AFF-1445-2022","Charman, Sarah/0000-0002-3029-7672; Stefanetti, Renae/0000-0001-6402-6435; Ng, Yi Shiau/0000-0002-7591-2034",,,,,,,,,,,,,,2632-1297,,,,,2025,7.0,5,,,,,,,fcaf342,10.1093/braincomms/fcaf342,0.0,,,,,,,,41048545.0,,,,,WOS:001587445100001,0,0,0,10.03,False
J,"Tsai, WH; Lee, KH; Yang, CF",,,,"Tsai, Wen-Hsien; Lee, Kuo-Hsien; Yang, Cheng-Fu",,,Design and Implementation of a Semi-automated Warehouse System for Smart Logistics in Urban Infrastructure,SENSORS AND MATERIALS,,,,,,,,,,,,"In this paper, we present the design and implementation of a semi-automated warehouse system tailored for urban smart logistics. By integrating IoT-enabled sensor networks for localization, identification, and real-time monitoring, AI-based control modules, and cloud platforms, the system aims to enhance operational throughput and reduce manual interventions. To evaluate cost performance and inform optimization strategies, an activity-based costing (ABC) model was applied to analyze unit costs across product handling groups. Furthermore, multi-period simulations over a four-week span were conducted to assess predicted versus actual performance, supporting dynamic decision-making in logistics resource planning. The results highlight measurable improvements in cost efficiency, model accuracy, and profit optimization. Visual analytics and comparative ABC evaluation demonstrate the system's scalability and practical value in smart city environments. This work illustrates a concrete application of IoTbased sensor technologies in warehousing, bridging the gap between theoretical sensor research and practical deployment in smart city logistics. Future directions include full automation, integration with reinforcement learning for adaptive control, and the deployment of digital twins for real-time logistics optimization.",,,,,,,,,,,,,,,,,,,0914-4935,,,,,,2025,37.0,9,,,,,,,,10.18494/SAM5896,0.0,,,,,,,,,,,,,WOS:001587012100001,0,0,0,4.43,False
J,"Cusmai, A; Narote, AD; Tugnolo, A; Beghi, R; Giovenzana, V",,,,"Cusmai, Arianna; Narote, Abhishek Dattu; Tugnolo, Alessio; Beghi, Roberto; Giovenzana, Valentina",,,Avoidable food waste in the distribution sector: quantification and valorization,JOURNAL OF AGRICULTURAL ENGINEERING,,,,,,,,,,,,"Significant food waste occurs during distribution due to inefficiencies in handling, storage, and logistics. This research investigates food waste in the distribution sector, focusing on quantification and valorization, through three systematic literature reviews and a case study. The first review analyzes food waste quantification in large-scale retail, revealing inconsistent recording methods across supermarkets, which prevent data comparison and the estimation of the average value of waste. The second review examines the catering sectors: hospital canteens (comparing two preparation methods, one of which generates less waste), school canteens (with comparable data), and restaurants (where consumer waste exceeds kitchen waste). The third review explores food waste valorization strategies, classified according to the European Commission's waste hierarchy: prevention, human consumption (donation), feed, material recycling, nutrient and energy recovery, and disposal. Donation, although a priority after prevention, is not always the best option from an environmental point of but it is from a social point of view. The case study focuses on a food donation service where supermarkets' unsold food is collected, stored in a hub, and converted into meals for people in need. Using life cycle assessment (LCA), the service was shown to have significant environmental benefits-up to 99% reductions in Global Warming Potential and Acidification-due to the avoided impacts of food waste. Socially, it provided 73,493.1 kg of food, enabling daily meals for 134 people. This work highlights the complexity of food waste quantification and the potential of donation strategies in achieving both environmental and social benefits in the distribution sector.",,,,,"Beghi, Roberto/Q-8866-2017; Tugnolo, Alessio/AGF-0453-2022",,,,,,,,,,,,,,1974-7071,2239-6268,,,,,2025,56.0,3,,,,,,,1844,10.4081/jae.2025.1844,0.0,,,,,,,,,,,,,WOS:001587900100001,0,1,1,6.44,False
J,"Nangulama, HK; Kuotcha, W",,,,"Nangulama, Horris K.; Kuotcha, Witness",,,Efficiency of Bagasse Ash Incorporated With Limestone Calcined Clay Cement on Improvement of Geotechnical Properties of Black Cotton Soils: A Cleaner Approach,JOURNAL OF ENGINEERING,,,,,,,,,,,,"This study is aimed at investigating the effect of sugarcane bagasse ash (BA) incorporated with limestone calcined clay cement (LC3) as potential alternative from technical, ecological and economic perspectives of black cotton soil (BCS) stabilisation. BA incorporating LC3 material was added to BCS having high swell degree, in mix proportions of 0%-18%. Series of laboratory tests were conducted in terms of free swell index (FSI), compaction, unconfined compressive strength (UCS), California bearing ratio (CBR) and shear strength engineering properties. Besides, microstructure changes were evaluated in terms of pore size distribution (PSD), x-ray diffraction (XRD) and scanning electron microscope (SEM) to analyse factors responsible for performance improvement of stabilised BCS. Results indicated that BA incorporating LC3 binder stabilisation completely eradicated swelling behaviour and improved strength performance of BCS. FSI reduced by 71.8%, UCS increased and CBR performance attained 80% threshold, complying with requirements for foundation soil road applications. Shear strength and cohesion increased with increase in binder content and curing period. Performance of 12% BA incorporating LC3 binder additive content to BCS was found to have highest internal friction angle. Microstructure evaluations showed that calcium aluminosilicate hydrates (CASHs) are prime cementitious products formed behind stabilised BCS. Analysis pertaining to carbon footprint and cost indicated that BA incorporating LC3 binder is a more cleaner and cost-effective construction material. This study promotes application of BA incorporating LC3 binder technique for BCS treatment in pursuit to mitigate current climate change emergency and reduce high cost encountered during routine BCS stabilisation practice.",,,,,"NANGULAMA, Horris K/MIN-9877-2025","NANGULAMA, Horris K/0000-0002-1984-2625",,,,,,,,,,,,,2314-4904,2314-4912,,,,,2025,2025.0,1,,,,,,,2225558,10.1155/je/2225558,0.0,,,,,,,,,,,,,WOS:001588049900001,0,0,0,7.45,False
J,"Mecseri, B; Si, CY; Varbanov, PS; Nemeth, P",,,,"Mecseri, Botond; Si, Chunyan; Varbanov, Petar Sabev; Nemeth, Peter",,,Comparative Life Cycle Assessment of Alternative Fuels for Transport Sector Decarbonisation,JOURNAL OF SUSTAINABLE DEVELOPMENT OF ENERGY WATER AND ENVIRONMENT SYSTEMS-JSDEWES,,,,,,,,,,,,"Decarbonising the transport sector is crucial, yet selecting the most suitable alternative fuels remains challenging. This study applies life cycle assessment to evaluate six alternative fuels, such as hydrogen, compressed natural gas, methanol, ethanol, Fischer-Tropsch gasoline, and diesel, against conventional gasoline, diesel, and grid electricity, focusing on global warming potential and acidification potential. Emissions were analysed using the Greenhouse gases, Regulated Emissions, and Energy use in Technologies model under two scenarios: current technologies (2025) and projected advancements (2050). The results indicate that, compared to gasoline, compressed natural gas reduces global warming potential and acidification potential by 27% and 23% in the short term, while gaseous hydrogen achieves reductions of 63% and 46% in the long term, respectively. These findings reinforce the theoretical foundation for transport sector decarbonisation and contribute to its sustainable development. Future research will broaden the assessment framework by incorporating complete vehicle life cycle analysis, evaluating additional alternative fuels, and integrating a wider set of indicators.",,,,,"Németh, Péter/NXC-3630-2025; Varbanov, Petar/B-8954-2009","Németh, Péter/0000-0002-7825-6773;",,,,,,,,,,,,,1848-9257,,,,,,2025,13.0,4,,,,,,,1130607,10.13044/j.sdewes.d13.0607,0.0,,,,,,,,,,,,,WOS:001582861500004,0,1,1,4.59,False
J,"Samariks, V; Jogiste, K; Vodde, F; Baders, E; Jansons, A",,,,"Samariks, Valters; Jogiste, Kalev; Vodde, Floortje; Baders, Endijs; Jansons, Aris",,,Deadwood carbon stock in overmature coniferous forests on different soil types in the hemiboreal region,BALTIC FORESTRY,,,,,,,,,,,,"The amount of deadwood is a subject of heated debate regarding biodiversity conservation and carbon (C) storage as an instrument for climate change mitigation in north-eastern Europe. In the region, Scots pine (Pinus sylvestris) and Norway spruce (Picea abies) are among the principal forestry species providing a significant pool of stable deadwood, especially in overmature forests. Deadwood C stocks are highly variable, and regional deadwood estimates can be biased; thus, local data is vital, and accurately quantified deadwood C stocks, particularly in overmature stands on different soil types, are essential. The study aims to characterise deadwood C stock, modes (standing or lying), and decay classes in hemiboreal overmature coniferous forest stands on dry mineral, drained, and wet organic soils. C stock in deadwood and forest inventory parameters were estimated in 95 overmature (aged 122 to 218 years) coniferous stands using the sample plot method, taking into account the form of deadwood standing, decomposition class and soil type. Mean deadwood C stock (deadwood with a diameter >= 6.1 cm) in coniferous stands ranged from 4.59 C t ha-1 to 11.25 C t ha-1 in spruce stands on wet organic soil and pine stands on mineral soil, respectively. However, the amount of deadwood showed large spatial variability; at the same time, a statistically significant relationship between deadwood carbon stock and soil type, basal area, and the mean stand diameter at breast height, explaining a limited effect and maintaining high uncertainties. This suggests that the dynamics of deadwood were complex, driven by ageing, natural disturbances and any past management, perhaps carried out decades ago; for these reasons, the findings should be interpreted with caution due to the potential legacy effect of any disturbances in some stands. Nevertheless, the results highlight the crucial role of large-sized coniferous deadwood as a stable carbon store, contributing to both carbon storage and maintaining biodiversity, in the hemiboreal region.",,,,,"Jogiste, Kalev/OIU-6820-2025; Vodde, Floortje/E-9465-2017; Jansons, Aris/AAX-1315-2021","Jogiste, Kalev/0000-0002-2484-8802;",,,,,,,,,,,,,1392-1355,,,,,,2025,31.0,2,,,,,,,id796,10.46490/BF796,0.0,,,,,,,,,,,,,WOS:001582144600001,0,0,0,7.39,False
J,"Barros, MV; Dourado, RA; Ostwal, MC; Salvador, R; Lermen, FH; Piekarski, CM",,,,"Barros, Murillo Vetroni; Dourado, Renan Alves; Ostwal, Mayara Cristina; Salvador, Rodrigo; Lermen, Fernando Henrique; Piekarski, Cassiano Moro",,,Towards Sustainable Energy: Economic and Environmental Factors Influencing Feasibility of Agricultural Waste Derived Biogas for Electricity Systems,JOURNAL OF CIRCULAR ECONOMY,,,,,,,,,,,,"More than 70% of the world's electricity generation comes from nonrenewable energy sources, which can cause environmental damage. However, alternative energy sources can bring environmental and economic benefits to companies and society. This study aims (i) to unveil the main economic tools and methods used to determine economic feasibility of using agricultural wastes for biogas and electricity generation systems, as well as the environmental aspects that hold influence over it, (ii) to identify the most relevant recent studies and main researchers in this field globally, and (iii) to propose a future agenda for the field. Employing a systematic literature review, a total of 51 articles were selected, and few characteristics were analyzed in terms of bibliometry, such as authorship, type of study, journals, and country. The economic viability analysis explored attributes such as payback, net present value, sensitivity analysis, internal rate of return, and cost-benefit. From an environmental perspective, life cycle assessment, as a technique, and circular economy, as an approach, have been frequently employed in this field. The analysis revealed that Europe (mainly Sweden and Belgium) emerged as the most important continent to develop studies on this topic. However, China and Brazil have shown a recent increase in the number of publications. Notably, no well-known authors were identified as working on the theme. In terms of types of study, case studies accounted for 80% of the final portfolio. Moreover, 60% of the documents analyzed demonstrated economic viability. This study can contribute to understanding the potential environmental impacts of electricity generation from biogas and assisting in decision-making within the public sector.",,,,,"Lermen, Fernando/U-2800-2017; Piekarski, Cassiano/R-3936-2019","Barros, Murillo Vetroni/0000-0002-1711-6056",,,,,,,,,,,,,,2752-163X,,,,,2025,3.0,3,,,,,,,9175,10.55845/BCMU9175,0.0,,,,,,,,,,,,,WOS:001582480800004,0,1,1,6.19,False
J,"Ullah, F; Irfan, M; Sher, J; Ahmad, W; Shah, MZM; Zainab, R; Khalil, S; Khatoon, S",,,,"Ullah, Fazal; Irfan, Muhammad; Sher, Jan; Ahmad, Waseem; Shah, Muzammil; Zainab, Rimsha; Khalil, Saeed; Khatoon, Shazia",,,"Phytosociology and species diversity analysis of district Swabi, Khyber Pakhtunkhwa, Pakistan: An approach for forest conservation",PLANT SCIENCE TODAY,,,,,,,,,,,,"Plant diversity is a key component of an ecologically stable environment and plays a crucial role in regulating nutrient cycling, energy flow and overall resilience of ecosystems. This study assessed the plant diversity across 4 tehsils (Lahor, Razzar, Swabi and Topi) in district Swabi, Khyber Pakhtunkhwa, Pakistan. The objective of the study was to examine the interaction between plant communities and ecological dynamics. Also documented the plant diversity of district Swabi, identifying 173 plant species belonging to 61 families. Angiosperms were the most dominant group with 168 species, followed by pteridophytes (3 species) and gymnosperms (2 species). Diverse habitat preferences were observed, with mesic habitats hosting 57.2 % of the species. Herbaceous species were the most abundant (25.4 %), followed by shrubs (25.4 %) and trees (17.3 %). Phenological assessment showed a variety of life cycles, with perennials making up 32.3 % of the species. Albeit, identified threats such as overgrazing (23.6 %) and habitat fragmentation impacted 74 % of the species. Chorotype analysis categorized species into uni-regional (31.2 %), bi-regional (42.7 %) and pluri-regional (20.2 %) distributions, with 8.67 % exhibiting cosmopolitan characteristics. The species abundance heatmap revealed Tehsil-Topi exhibited the highest alpha diversity, while Tehsil-Lahor showed the lowest. Additionally, Bray-Curtis Dissimilarity Heatmap highlights key ecological relationships among plant species. The analysis suggests that Topi is a diverse ecological hotspot, contributing significantly to overall biodiversity in the region. Principal Component Analysis (PCA) further indicates that geographical and anthropogenic influences shape plant diversity patterns. These findings underscore the need for targeted conservation strategies to protect Swabi unique biodiversity.",,,,,"Sher, Jan/GPS-7871-2022; shah, Muzammil/Y-8253-2019",,,,,,,,,,,,,,2348-1900,,,,,,2025,12.0,3,,,,,,,6943,10.14719/pst.6943,0.0,,,,,,,,,,,,,WOS:001578738400018,0,0,0,6.89,False
J,"Atwi, G; Saad, C; Serhal, S; Saade, R",,,,"Atwi, Gibran; Saad, Charbel; Serhal, Samer; Saade, Rami",,,Primary Posterior Neck Hydatid Cyst: A Case Report and Review of the Literature,CASE REPORTS IN OTOLARYNGOLOGY,,,,,,,,,,,,"Introduction: Hydatid cyst disease is an endemic parasitic infection caused by Echinococcus granulosus. Hydatid cysts occur mainly in the liver and lungs and are rare in the head and neck region, even in endemic areas. Due to their nonspecific clinical manifestations, diagnostic challenges are encountered in such atypical presentations.Case Presentation: We report the case of a 6-year-old girl who presented with a progressively enlarging, painless left postauricular mass. Radiological assessment revealed a well-circumscribed, unilocular cystic lesion at level V of the neck. Surgical resection was performed, and histopathology confirmed a hydatid cyst. Postoperatively, the patient was treated with albendazole. No recurrence was observed at follow-up.Clinical Discussion: Hydatid cysts in the cervical region are exceptionally rare, with only a few cases documented in the literature. The disease can remain asymptomatic for years, often presenting as a slow-growing mass. Imaging with ultrasound and CT is critical in preoperative diagnosis. The gold standard of treatment remains complete surgical excision, reinforced by anthelmintic therapy to prevent recurrence.Conclusion: Although rare, hydatid cyst disease should remain among the differential diagnoses of cystic neck masses, especially in endemic areas. Early diagnosis and intervention are essential in evading complications of the disease such as anaphylaxis or recurrence. Ultimately, prevention remains the most effective strategy, emphasizing the need for community awareness, hygienic practices, and coordinated control efforts to break the parasite's life cycle.",,,,,"Saad, Charbel/ACB-3174-2022","Saad, Charbel/0000-0003-0932-4362; Atwi, Gibran/0009-0008-8984-5419",,,,,,,,,,,,,2090-6765,2090-6773,,,,,2025,2025.0,1,,,,,,,6909432,10.1155/crot/6909432,0.0,,,,,,,,41048216.0,,,,,WOS:001579284900001,0,0,0,4.72,False
J,"Azman, MHA; Hamdan, R; Ali, ZM; Siddiqui, Z",,,,"Azman, Muhammad Hafiq Afifi; Hamdan, Rafidah; Ali, Zarina Md; Siddiqui, Zuhaib",,,Assessment of Water Quality in Kemajuan Lake: A Comparative Study with National Lake Water Quality Criteria and Standards (NLWQS),INTERNATIONAL JOURNAL OF SUSTAINABLE CONSTRUCTION ENGINEERING AND TECHNOLOGY,,,,,,,,,,,,"Water is vital for life and supports the agriculture, industry, and recreation sectors. Lentic systems, including lakes, are integral to global hydrological cycles but are sensitive to changes in land use and human activities. The National Lake Water Quality Criteria and Standards (NLWQS) provide a framework for assessing and managing lake water quality to address pollution and maintain Malaysia's ecological balance. This study evaluated the water quality of Kemajuan Lake, UTHM, a Category A lake used for recreation and flood mitigation, based on the NLWQS. The water quality assessment of Kemajuan Lake was carried out weekly over a 10-month period (40 weeks). In-situ measurements recorded the pH, dissolved oxygen (DO), DO saturation, and temperature, while water transparency was assessed using a Secchi disc. Laboratory analysis included biochemical oxygen demand (BOD5), chemical oxygen demand (COD), total suspended solids (TSS), ammoniacal nitrogen (AN), nitrate (NO3-), total phosphorus (TP), chlorophyll-a (Chl-a), and heavy metals (As, Cd, Pb, Ni, and Hg). Analysis based on the NLWQS (Category A) revealed that parameters such as pH (6.80 +/- 0.83), temperature (27.94 +/- 2.03 degrees C), turbidity (20.70 +/- 3.19 NTU), TSS (15.45 +/- 4.43 mg/L), water transparency (1.28 +/- 0.12 m), nitrate (0.36 +/- 0.15 mg/L), and selected heavy metals which were As (0.003 +/- 0.001 mg/L), Cd (0.00003 +/- 0.00001 mg/L), Pb (0.0005 +/- 0.0004 mg/L), Ni (0.0001 +/- 0.000 mg/L), and Hg (0.0001 +/- 0.0001 mg/L) complied with safety standards for body contact. However, DO (4.12 +/- 0.54 mg/L), DO % saturation (57.23 +/- 5.51%), COD (19.88 +/- 5.72 mg/L), BOD5 (9.43 +/- 2.67 mg/L), Chl-a (26.30 +/- 12.31 mu g/L), TP (0.55 +/- 0.36 mg/L), and AN (0.55 +/- 0.15 mg/L) exceeded permissible limit, rendering Kemajuan Lake unsuitable for recreational activities due to non-compliance with water quality parameters.",,,,,"Hamdan, Rafidah/AAP-8514-2021; ALI, ZARINA/AAP-6325-2021; Azman, Mawaddah/AAT-9433-2020",,,,,,,,,,,,,,2180-3242,,,,,,2025,16.0,2,,,,,204,219,,10.30880/ijscet.2025.16.02.013,0.0,,,,,,,,,,,,,WOS:001577789300013,0,0,0,7.75,False
J,"Sultana, S; Bruns, S; Pacheco-Valenciana, A; Mehrshad, M; Wilkes, H; Simon, M; Garcia, S; Wienhausen, G",,,,"Sultana, Sabiha; Bruns, Stefan; Pacheco-Valenciana, Armando; Mehrshad, Maliheh; Wilkes, Heinz; Simon, Meinhard; Garcia, Sarahi; Wienhausen, Gerrit",,,Vitamin B12 release through bacteriophage-mediated cell lysis of the marine bacterium Sulfitobacter sp. M39,ISME COMMUNICATIONS,,,,,,,,,,,,"Vitamin B12 (B12) is an essential cofactor for vital metabolic processes in both prokaryotes and eukaryotes. De novo B(12 )biosynthesis is exclusively carried out by a modicum of prokaryotes, although being required by most organisms. Recently, it has been demonstrated that not all B-12-prototrophic bacteria voluntarily share this vital cofactor and, therefore, are termed B-12-retainers. Consequently, low biosynthesis potential and limited voluntary release lead to a large discrepancy between availability and demand for B-12 in the ocean, indicating that release of B12 may be an important control. Hence, in this study, we examined a specific release process, cell lysis after phage infection. We isolated bacteriophages specific for the B-12-prototrophic, yet B-12-retainer bacterium Sulfitobacter sp. M39. The addition of the bacteriophages to a Sulfitobacter sp. M39 mono-culture led to a significant increase in virus-like particles, reduced bacterial growth, and quantifiable extracellular dissolved B-12. When introducing bacteriophages to a co-culture comprising the host bacterium and the B-12-auxotrophic diatom Thalassiosira pseudonana, we observed rapid response in the form of microalgal growth. Our results indicate that B(12 )is released as a result of bacteriophage-mediated cell lysis of Sulfitobacter sp. M39, enabling the growth of T. pseudonana in co-culture and possibly other microbes in nature. Therefore, we propose that bacteriophage-mediated cell lysis is a key mechanism for the release of essential metabolites, including vitamins, and given the estimated bacteriophage infection rates in the ocean, it plays a crucial role in the B-vitamin cycle in the marine environment.",,,,,"; Wienhausen, Gerrit/IZE-8657-2023; Mehrshad, Maliheh/O-6815-2017; Garcia, Sarahi L/H-4365-2014","Bruns, Stefan/0000-0002-4267-7832; Wienhausen, Gerrit/0000-0002-3562-5997; Pacheco Valenciana, Armando/0009-0009-2801-0917; Mehrshad, Maliheh/0000-0002-1108-6888; Garcia, Sarahi L/0000-0002-8622-0308; Sultana, Sabiha/0000-0002-5243-8712",,,,,,,,,,,,,,2730-6151,,,,JAN,2025,5.0,1,,,,,,,ycaf136,10.1093/ismeco/ycaf136,0.0,,,,,,,,40994829.0,,,,,WOS:001577968200001,0,0,0,7.58,False
J,"Gan, KF; Li, J; Zhang, XY; Feng, ZH; Liu, JH; Zhao, FD",,,,"Gan, Kaifeng; Li, Jie; Zhang, Xuyang; Feng, Zhenhua; Liu, Junhui; Zhao, Fengdong",,,MXene-Mediated Nanocarrier Delivery Enhances the Chondroprotective Effects of Quercetin in Experimental Osteoarthritis,INTERNATIONAL JOURNAL OF NANOMEDICINE,,,,,,,,,,,,"Introduction: Osteoarthritis (OA) is a common chronic joint disease that severely affects patients' quality of life. Quercetin, a natural flavonoid, exhibits chondroprotective effects, though its bioavailability through regular oral consumption is limited. In this study, we employed two-dimensional MXene nanosheets as a nanocarrier to facilitate targeted intracellular delivery of quercetin, aiming to enhance its therapeutic efficacy against OA. Methods: Methods: Porous Ti3C2Tx MXene nanosheets were synthesized via selective etching and then loaded with quercetin through physical adsorption. Material characterization was performed using transmission electron microscopy (TEM), scanning electron microscopy (SEM), ultraviolet-visible spectroscopy (UV-Vis), dynamic light scattering (DLS), and in vitro release assays. For in vitro evaluation, IL-1(3-stimulated primary mouse articular chondrocytes (ACs) were treated with free quercetin or MXeneloaded quercetin, followed by assessments of cell viability, apoptosis, cell cycle progression, migration, oxidative stress markers, and ferroptosis-related protein expression. For in vivo validation, a destabilization of the medial meniscus (DMM) mouse model of OA was established to assess cartilage morphology, ferroptosis markers, and histological changes after intra-articular injection of treatments. Results: MXene-loading significantly enhanced quercetin's protective effects in IL-1(3-induced primary mouse ACs, including improved cell viability and proliferation, reduced apoptosis, alleviated oxidative stress, and suppression of ferroptosis. In OA mice, MXene-quercetin treatment more effectively preserved cartilage integrity and inhibited ferroptosis compared with free quercetin. Conclusion: These findings suggest that MXene can serve as a biocompatible carrier to improve quercetin delivery in osteoarthritis models, supporting its potential for further preclinical evaluation.",,,,,,"Gan, Kaifeng/0000-0002-5166-6377",,,,,,,,,,,,,1178-2013,,,,,,2025,20.0,,,,,,,,,10.2147/IJN.S540035,0.0,,,,,,,,,,,,,WOS:001577130500001,0,0,0,7.32,False
